Customer ID,Frequency,Monetary,Tenure,AvgOrderValue,TotalItems,AvgQuantity,UniqueProducts,LastRevenue,StdRevenue,PurchaseSpan,Recency,MaxRevenue,MonthsActive,AvgDaysBetweenPurchases,RevenuePerItem,RevenueConsistency,Churned,Churn_Probability,Risk_Segment
13775,1,1049.66,0,16.661269841269842,455,7.222222222222222,63,2.95,15.421709194850207,1,591,71.4,1,1.0,2.306945054945055,0.9256022705214669,1,0.7334374,High Risk
13776,2,623.98,0,311.99,2,1.0,1,311.99,0.0,1,428,311.99,1,0.5,311.99,0.0,1,0.961556,High Risk
13777,61,49638.26,737,139.4333146067416,23190,65.14044943820225,44,88.80000000000001,195.0834314871804,738,1,1383.1200000000001,24,12.098360655737705,2.1405028029322986,1.3991163592244413,0,0.0056156414,Low Risk
13778,4,1124.49,462,25.55659090909091,511,11.613636363636363,33,30.0,24.40575065127087,463,103,152.64000000000001,4,115.75,2.2005675146771035,0.9549689447268702,1,0.76244664,High Risk
13779,1,161.13,0,5.967777777777777,53,1.962962962962963,27,6.75,5.784992742056037,1,516,25.5,1,1.0,3.040188679245283,0.9693713401322722,1,0.82952267,High Risk
13780,3,732.07,399,7.470102040816327,479,4.887755102040816,90,2.08,11.00219804607927,400,7,85.80000000000001,3,133.33333333333334,1.528329853862213,1.4728310250601286,0,0.25064018,Low Risk
13781,3,778.83,470,13.663684210526316,300,5.2631578947368425,56,25.5,5.983514444938023,471,251,29.700000000000003,3,157.0,2.5961000000000003,0.4379136953654421,1,0.68466634,High Risk
13782,13,1786.08,720,7.50453781512605,643,2.7016806722689077,187,19.799999999999997,5.6541995516866885,721,13,33.9,12,55.46153846153846,2.777729393468118,0.7534374122667696,0,0.004547689,Low Risk
13783,4,1542.09,185,154.209,3437,343.7,4,206.85,74.82739077369997,186,488,244.79999999999998,4,46.5,0.44867326156531856,0.4852336165444298,1,0.833824,High Risk
13784,14,2910.23,440,67.67976744186046,2827,65.74418604651163,13,38.160000000000004,54.093812184124126,441,10,199.68,11,31.5,1.0294411036434383,0.799261200632712,0,0.61164385,High Risk
13785,4,542.49,31,18.083000000000002,151,5.033333333333333,26,19.799999999999997,4.477287625645534,32,429,31.8,2,8.0,3.5926490066225165,0.24759650642291287,1,0.83269477,High Risk
13786,6,3127.99,368,26.965431034482755,1515,13.060344827586206,80,11.399999999999999,25.064939323502347,369,367,119.39999999999999,5,61.5,2.0646798679867984,0.9295211818216403,1,0.51925737,Medium Risk
13787,6,1222.5,619,14.215116279069768,998,11.604651162790697,71,20.650000000000002,9.031167046490406,620,76,54.24,6,103.33333333333333,1.2249498997995991,0.6353213627796932,0,0.073456526,Low Risk
13788,1,3.75,0,3.75,1,1.0,1,3.75,0.0,1,505,3.75,1,1.0,3.75,0.0,1,0.947684,High Risk
13789,1,239.45999999999998,0,13.303333333333333,258,14.333333333333334,18,16.5,4.344479932322502,1,388,19.799999999999997,1,1.0,0.9281395348837208,0.3265707791773366,1,0.8391427,High Risk
13790,1,348.8,0,7.751111111111111,748,16.622222222222224,45,15.0,5.781913108298947,1,4,18.72,1,1.0,0.4663101604278075,0.7459463585821462,0,0.22480646,Low Risk
13791,2,1516.0,40,137.8181818181818,1200,109.0909090909091,7,72.0,66.39701526698046,41,128,290.0,2,20.5,1.2633333333333334,0.4817725382168767,1,0.56393623,Medium Risk
13792,3,383.95,356,16.693478260869565,156,6.782608695652174,23,10.2,6.615311171610389,357,66,39.8,3,119.0,2.4612179487179486,0.3962811744941762,0,0.3211247,Medium Risk
13793,1,96.0,0,13.714285714285714,52,7.428571428571429,7,15.0,4.280353790451039,1,647,19.5,1,1.0,1.8461538461538463,0.3121091305537216,1,0.85225624,High Risk
13794,1,126.03,0,14.003333333333334,63,7.0,9,17.700000000000003,3.6455932301890193,1,547,17.9,1,1.0,2.0004761904761903,0.2603375313155691,1,0.89269847,High Risk
13795,4,836.3,249,28.837931034482757,1250,43.10344827586207,23,12.75,23.586492257117715,250,388,100.8,4,62.5,0.66904,0.8178982129097379,1,0.81153345,High Risk
13796,1,289.7,0,13.168181818181818,218,9.909090909090908,22,17.700000000000003,4.328107071516465,1,499,25.200000000000003,1,1.0,1.3288990825688072,0.3286791700840947,1,0.62592036,High Risk
13797,3,1179.45,210,15.121153846153847,573,7.346153846153846,71,17.4,8.011834911638447,211,437,51.0,3,70.33333333333333,2.0583769633507853,0.529842827680528,1,0.7180051,High Risk
13798,110,75428.87,729,104.61701803051317,48187,66.83356449375867,168,81.6,69.38270313678855,730,1,509.99999999999994,25,6.636363636363637,1.56533650154606,0.6632066602830528,0,0.0037138474,Low Risk
13799,9,2803.57,527,26.448773584905663,1539,14.518867924528301,64,15.0,29.61497657485483,528,117,148.5,8,58.666666666666664,1.8216829109811568,1.119710767676431,1,0.37817356,Medium Risk
13800,3,1679.56,427,23.00767123287671,891,12.205479452054794,73,10.5,21.752746539265384,428,310,100.80000000000001,3,142.66666666666666,1.8850280583613916,0.9454562488784999,1,0.7076815,High Risk
13801,1,324.8,0,14.121739130434783,168,7.304347826086956,23,13.6,3.844796545242452,1,67,20.4,1,1.0,1.9333333333333333,0.27226083910275983,0,0.7008493,High Risk
13802,19,26259.11,523,58.61408482142857,14129,31.537946428571427,212,275.0,70.04912204258423,524,139,509.99999999999994,13,27.57894736842105,1.8585257272276878,1.1950902629631293,1,0.8390084,High Risk
13803,3,1338.91,363,17.16551282051282,831,10.653846153846153,73,18.6,7.473734379662926,364,255,60.48,3,121.33333333333333,1.6112033694344166,0.43539243236192743,1,0.5010328,Medium Risk
13804,9,3161.12,406,18.928862275449102,1797,10.760479041916168,149,14.850000000000001,8.502846541023473,407,31,69.36,5,45.22222222222222,1.7591096271563718,0.4492000848910892,0,0.26679012,Low Risk
13805,2,924.6,76,71.12307692307692,1900,146.15384615384616,10,139.2,53.34235955670618,77,52,169.0,2,38.5,0.4866315789473684,0.7500007292203984,0,0.51902467,Medium Risk
13806,1,256.38,0,25.637999999999998,56,5.6,10,23.0,16.587026255480517,1,64,65.4,1,1.0,4.578214285714286,0.6469703664669832,0,0.5240609,Medium Risk
13807,3,422.2,368,16.887999999999998,116,4.64,24,13.5,7.924017815056535,369,367,53.1,3,123.0,3.639655172413793,0.46920996062627524,1,0.65610343,High Risk
13808,5,1747.66,91,22.995526315789476,782,10.289473684210526,70,15.0,18.028870949654564,92,6,106.2,3,18.4,2.2348593350383634,0.7840164518119924,0,0.48477823,Medium Risk
13818,1,61.28,0,12.256,60,12.0,5,10.2,2.189675775086348,1,430,15.299999999999999,1,1.0,1.0213333333333334,0.17866153517349442,1,0.8673195,High Risk
13819,6,2642.35,436,26.161881188118812,2309,22.861386138613863,47,62.5,13.891949374574564,437,302,66.0,4,72.83333333333333,1.1443698570809875,0.5309996354881189,1,0.7818487,High Risk
13820,3,652.75,262,7.334269662921348,285,3.202247191011236,68,8.25,6.174908517474801,263,418,33.75,3,87.66666666666667,2.2903508771929824,0.8419254815093946,1,0.8183933,High Risk
13821,6,1379.08,559,6.760196078431372,477,2.338235294117647,158,8.5,5.523230292842023,560,145,39.95,4,93.33333333333333,2.891153039832285,0.8170222030192396,1,0.40452713,Medium Risk
13822,2,632.0,34,6.583333333333333,611,6.364583333333333,90,123.9,12.997027325440445,35,6,123.9,2,17.5,1.0343698854337153,1.9742319988010804,0,0.34141192,Medium Risk
13823,7,3403.4500000000003,705,20.880061349693253,1564,9.595092024539877,108,10.5,16.07532126272805,706,19,100.80000000000001,7,100.85714285714286,2.176118925831202,0.7698886029836407,0,0.008726847,Low Risk
13824,12,3314.76,604,33.147600000000004,1442,14.42,59,15.0,31.983888751000304,605,33,207.50000000000003,12,50.416666666666664,2.29872399445215,0.9648930465855838,0,0.075274676,Low Risk
13825,2,255.59,108,6.38975,182,4.55,38,30.0,6.519369753831999,109,622,30.0,2,54.5,1.4043406593406593,1.0202855751527053,1,0.8417179,High Risk
13826,1,189.5,0,18.95,82,8.2,10,19.9,5.509032986327496,1,176,29.700000000000003,1,1.0,2.3109756097560976,0.2907141417587069,1,0.8139362,High Risk
13827,3,409.8,85,4.4543478260869565,138,1.5,83,1.65,4.152987089770135,86,58,19.9,2,28.666666666666668,2.9695652173913043,0.9323445882353646,0,0.7638138,High Risk
13828,1,209.49,0,13.966000000000001,311,20.733333333333334,15,13.68,2.899166875402065,1,22,17.700000000000003,1,1.0,0.6736012861736335,0.20758748928841939,0,0.77775544,High Risk
13829,1,102.0,0,102.0,12,12.0,1,102.0,0.0,1,421,102.0,1,1.0,8.5,0.0,1,0.912012,High Risk
13830,1,156.85000000000002,0,14.259090909090911,47,4.2727272727272725,11,12.75,4.519281922043489,1,582,18.95,1,1.0,3.337234042553192,0.3169403961904901,1,0.9018844,High Risk
13831,18,6585.54,713,36.184285714285714,2393,13.148351648351648,121,35.400000000000006,54.41458131773334,714,16,326.4,12,39.666666666666664,2.7520016715419975,1.5038180316006686,0,0.005483868,Low Risk
13832,2,609.89,403,11.088909090909091,420,7.636363636363637,54,15.0,15.305073919350006,404,19,62.4,2,202.0,1.4521190476190475,1.3802145724052703,0,0.17050017,Low Risk
13833,2,700.41,244,15.91840909090909,243,5.5227272727272725,43,14.75,8.671379264014497,245,159,51.0,2,122.5,2.8823456790123454,0.544739063715021,1,0.80232245,High Risk
13834,2,324.19,92,20.261875,221,13.8125,15,61.199999999999996,12.086054894657176,93,577,61.199999999999996,2,46.5,1.466923076923077,0.5964924220812327,1,0.8414728,High Risk
13835,7,1095.27,620,15.426338028169013,520,7.323943661971831,60,15.9,5.207855670437175,621,25,31.8,6,88.71428571428571,2.1062884615384614,0.33759507025759805,0,0.08498268,Low Risk
13836,2,620.37,15,20.011935483870968,273,8.806451612903226,29,17.700000000000003,6.806014702381433,16,399,38.25,2,8.0,2.2724175824175825,0.340097773544537,1,0.86441326,High Risk
13837,2,266.59000000000003,105,14.810555555555558,182,10.11111111111111,17,12.48,13.538157174194819,106,212,45.0,2,53.0,1.46478021978022,0.914088409675932,1,0.7621522,High Risk
13838,10,1690.07,573,4.193722084367246,694,1.7220843672456576,328,1.95,3.489838061245113,574,6,21.0,5,57.4,2.435259365994236,0.8321576849963496,0,0.20512421,Low Risk
13839,1,139.95000000000002,0,19.992857142857144,25,3.5714285714285716,7,17.85,7.007164700708636,1,486,35.7,1,1.0,5.598000000000001,0.3504834076810322,1,0.9762364,High Risk
13840,1,651.4,0,16.285,358,8.95,40,13.2,6.788094781986383,1,416,35.8,1,1.0,1.8195530726256983,0.41683111955703916,1,0.78302675,High Risk
13841,1,85.0,0,85.0,100,100.0,1,85.0,0.0,1,253,85.0,1,1.0,0.85,0.0,1,0.9167899,High Risk
13842,18,5319.34,602,15.878626865671642,2716,8.107462686567164,214,9.959999999999999,6.190706519505937,603,59,50.849999999999994,15,33.5,1.958519882179676,0.3898766922276991,0,0.17496881,Low Risk
13843,1,319.75,0,17.76388888888889,145,8.055555555555555,18,29.849999999999998,6.740631964515327,1,381,30.599999999999998,1,1.0,2.2051724137931035,0.37945699878428735,1,0.87399834,High Risk
13844,1,361.62,0,18.081,196,9.8,20,10.2,6.022220171122414,1,11,35.400000000000006,1,1.0,1.845,0.33306897688857995,0,0.6427112,High Risk
13845,1,312.98,0,34.775555555555556,182,20.22222222222222,9,102.0,27.188015333557868,1,65,102.0,1,1.0,1.7196703296703297,0.7818139753403438,0,0.7301822,High Risk
13846,4,1307.79,375,16.145555555555553,705,8.703703703703704,81,12.48,5.306609086789793,376,25,30.599999999999998,4,94.0,1.8550212765957446,0.3286730560946125,0,0.17866749,Low Risk
13847,1,310.72,0,16.353684210526318,96,5.052631578947368,19,25.5,4.21105451365321,1,720,25.5,1,1.0,3.236666666666667,0.2574988277529962,1,0.90651083,High Risk
13848,8,3015.0,637,301.5,9200,920.0,3,320.0,139.8024399723489,638,92,480.0,8,79.75,0.32771739130434785,0.4636896848170776,1,0.51340127,Medium Risk
13849,5,3469.3,572,15.769545454545455,1883,8.559090909090909,189,31.8,5.84199555984187,573,52,40.5,5,114.6,1.8424322889006906,0.3704606183279657,0,0.18226883,Low Risk
13850,1,1595.48,0,17.155698924731183,944,10.150537634408602,93,17.700000000000003,4.699059202290312,1,129,30.599999999999998,1,1.0,1.6901271186440678,0.2739066022845783,1,0.66012186,High Risk
13851,8,4606.46,584,32.903285714285715,2525,18.035714285714285,111,10.2,76.58409867865115,585,96,888.0,6,73.125,1.824340594059406,2.327551702394281,1,0.15804812,Low Risk
13852,1,187.35000000000002,0,17.031818181818185,85,7.7272727272727275,11,18.0,1.3134444653796242,1,611,18.0,1,1.0,2.204117647058824,0.07711710231745858,1,0.9075273,High Risk
13853,1,1090.14,0,47.39739130434783,312,13.565217391304348,23,175.2,37.85093168270778,1,57,175.2,1,1.0,3.494038461538462,0.7985868133471654,0,0.46161357,Medium Risk
13854,39,11944.56,691,67.10426966292134,3642,20.46067415730337,61,9.120000000000001,63.0690499254836,692,9,350.4,21,17.743589743589745,3.2796705107084017,0.939866423437622,0,0.008156473,Low Risk
13855,4,1310.3400000000001,230,17.949863013698632,575,7.876712328767123,64,94.64,11.873731802825032,231,501,94.64,3,57.75,2.2788521739130436,0.6614942851521187,1,0.8051203,High Risk
13856,11,1142.03,450,21.148703703703703,1105,20.462962962962962,33,72.0,19.340470331083814,451,169,93.60000000000001,8,41.0,1.0335113122171946,0.914499091861445,1,0.4070511,Medium Risk
13857,6,1001.01,177,7.820390625,782,6.109375,99,1.9,6.29298276890023,178,393,40.8,5,29.666666666666668,1.2800639386189259,0.8046890584701746,1,0.70132554,High Risk
13858,1,216.17,0,19.651818181818182,75,6.818181818181818,11,30.599999999999998,6.440111517950317,1,57,30.599999999999998,1,1.0,2.8822666666666663,0.32771072164247345,0,0.69537747,High Risk
13859,2,515.86,203,14.329444444444444,167,4.638888888888889,34,6.45,21.677030495690847,204,326,127.5,2,102.0,3.0889820359281437,1.5127614039562487,1,0.9047043,High Risk
13860,5,1245.9,85,16.39342105263158,591,7.776315789473684,58,6.959999999999999,5.100813674341662,86,1,29.880000000000003,4,17.2,2.1081218274111677,0.3111500435427934,0,0.18459526,Low Risk
13861,2,273.26,101,13.012380952380951,225,10.714285714285714,21,13.2,5.418847575603048,102,429,23.4,2,51.0,1.214488888888889,0.41643782144354835,1,0.6268792,High Risk
13862,9,2556.09,371,15.9755625,1927,12.04375,113,10.08,5.984148741432754,372,18,45.0,9,41.333333333333336,1.3264608199273482,0.3745814109163764,0,0.0932889,Low Risk
13863,4,1239.55,345,17.707857142857144,553,7.9,59,10.08,7.004136229908879,346,248,53.550000000000004,4,86.5,2.241500904159132,0.3955383293079114,1,0.74743354,High Risk
13864,1,662.4000000000001,0,662.4000000000001,192,192.0,1,662.4000000000001,0.0,1,386,662.4000000000001,1,1.0,3.4500000000000006,0.0,1,0.77170646,High Risk
13865,4,501.56,231,16.718666666666667,204,6.8,26,6.6000000000000005,4.276587209553844,232,58,25.5,4,58.0,2.458627450980392,0.2557971454793351,0,0.37543768,Medium Risk
13866,1,145.67000000000002,0,20.810000000000002,57,8.142857142857142,7,14.850000000000001,8.302045932579912,1,74,34.68,1,1.0,2.5556140350877197,0.3989450231898083,0,0.66197246,High Risk
13867,3,1005.09,186,16.7515,501,8.35,51,31.8,7.950785447821375,187,31,63.6,3,62.333333333333336,2.0061676646706585,0.47463125378750415,0,0.60689884,High Risk
13868,2,3192.54,31,96.74363636363637,1964,59.515151515151516,32,2685.0,464.7298439941895,32,7,2685.0,2,16.0,1.625529531568228,4.8037252005638935,0,0.5978189,Medium Risk
13869,10,7996.87,567,9.542804295942721,4302,5.133651551312649,502,3.25,6.692132679257011,568,123,53.699999999999996,10,56.8,1.8588726173872616,0.7012752721023818,1,0.42217326,Medium Risk
13870,15,5712.08,667,23.701576763485477,3449,14.311203319502075,159,102.0,31.839680196312546,668,2,225.0,12,44.53333333333333,1.6561554073644535,1.3433570481000483,0,0.0035383366,Low Risk
13871,17,7885.85,696,19.616542288557216,3502,8.711442786069652,183,23.4,9.749509009158032,697,23,67.2,14,41.0,2.2518132495716734,0.49700446010024646,0,0.006848478,Low Risk
13872,3,919.57,198,16.13280701754386,339,5.947368421052632,51,17.700000000000003,4.571781754253072,199,527,30.0,3,66.33333333333333,2.71259587020649,0.2833841469300054,1,0.71187425,High Risk
13873,8,1038.92,526,17.315333333333335,472,7.866666666666666,55,6.959999999999999,7.789732805118622,527,120,51.0,7,65.875,2.201101694915254,0.44987483955176266,1,0.67792463,High Risk
13874,7,2049.15,314,29.697826086956525,864,12.521739130434783,46,17.700000000000003,28.305680466563455,315,358,178.75,6,45.0,2.371701388888889,0.9531229788902121,1,0.69376844,High Risk
13875,14,4814.37,668,17.831,3072,11.377777777777778,159,30.0,21.221262083669572,669,54,295.0,13,47.785714285714285,1.567177734375,1.1901330314435294,0,0.0048755473,Low Risk
13876,1,122.7,0,17.52857142857143,36,5.142857142857143,7,23.9,4.940551347678476,1,64,23.9,1,1.0,3.408333333333333,0.28185704509983156,0,0.57470167,Medium Risk
13877,3,449.68,603,19.551304347826086,478,20.782608695652176,23,17.4,13.68394756452306,604,86,69.6,3,201.33333333333334,0.9407531380753138,0.6998994706992314,0,0.053389594,Low Risk
13878,4,2416.9,549,23.695098039215686,927,9.088235294117647,93,19.799999999999997,19.03629658347588,550,55,102.0,4,137.5,2.6072276159654804,0.8033854323780627,0,0.35341406,Medium Risk
13879,1,395.5,0,15.82,204,8.16,25,12.600000000000001,4.304512167481933,1,646,25.5,1,1.0,1.9387254901960784,0.272093057362954,1,0.6899295,High Risk
13880,17,4293.86,540,19.254977578475334,2535,11.367713004484305,148,15.9,8.83593889199663,541,21,59.400000000000006,14,31.823529411764707,1.6938303747534516,0.458891154559126,0,0.14838552,Low Risk
13881,43,45179.1,641,98.8601750547046,29760,65.12035010940919,182,69.12,86.64889295799735,642,3,612.0,20,14.930232558139535,1.5181149193548387,0.8764792588122559,0,0.039961196,Low Risk
13882,5,1191.13,61,18.325076923076924,953,14.661538461538461,54,3.4799999999999995,9.956787277260439,62,3,59.849999999999994,3,12.4,1.2498740818467997,0.5433421818121686,0,0.3139857,Medium Risk
13883,15,6560.02,720,20.759556962025318,3584,11.341772151898734,200,30.0,12.473958592912572,721,11,122.39999999999999,11,48.06666666666667,1.8303627232142858,0.6008778807626154,0,0.0038478335,Low Risk
13884,10,1825.03,462,10.027637362637362,752,4.131868131868132,108,25.200000000000003,8.223908980374928,463,7,69.3,5,46.3,2.4269015957446807,0.8201242907942538,0,0.35267097,Medium Risk
13885,2,506.8,11,18.1,182,6.5,28,30.599999999999998,8.591845832812341,12,189,51.0,2,6.0,2.7846153846153845,0.474687615072505,1,0.70845425,High Risk
13886,1,243.56,0,15.2225,126,7.875,16,12.5,3.627758720385541,1,71,20.0,1,1.0,1.933015873015873,0.23831556711351887,0,0.8372789,High Risk
13887,1,349.55,0,18.397368421052633,147,7.7368421052631575,19,9.959999999999999,7.294246470948688,1,204,32.7,1,1.0,2.377891156462585,0.3964831438936492,1,0.8326105,High Risk
13888,7,2001.59,455,11.705204678362573,795,4.649122807017544,124,14.850000000000001,8.19444864736676,456,120,61.199999999999996,5,65.14285714285714,2.5177232704402517,0.7000688046501611,1,0.48744485,Medium Risk
13889,6,1991.23,593,23.990722891566264,979,11.795180722891565,57,50.400000000000006,11.90474990089092,594,93,70.80000000000001,6,99.0,2.0339427987742593,0.49622305900069125,1,0.7860321,High Risk
13890,14,2927.38,732,16.921271676300577,1392,8.046242774566474,100,15.0,6.021191414317926,733,1,50.400000000000006,9,52.357142857142854,2.1030028735632187,0.355835632776408,0,0.0063611018,Low Risk
13891,3,859.21,203,8.678888888888888,476,4.808080808080808,97,34.0,8.123672499263094,204,378,47.6,3,68.0,1.805063025210084,0.9360267890586077,1,0.7539386,High Risk
13892,6,1267.6499999999999,549,35.2125,3125,86.80555555555556,33,61.199999999999996,47.01378876001623,550,27,250.55999999999997,5,91.66666666666667,0.40564799999999995,1.3351448707139861,0,0.47148907,Medium Risk
13893,1,821.1,0,39.1,190,9.047619047619047,21,27.0,64.2484241051872,1,298,306.0,1,1.0,4.321578947368421,1.6431822021787006,1,0.79172856,High Risk
13894,3,564.62,286,20.911851851851853,354,13.11111111111111,25,76.32000000000001,13.649404900253131,287,24,76.32000000000001,2,95.66666666666667,1.5949717514124293,0.652711438324598,0,0.74104214,High Risk
13895,6,4008.52,708,21.551182795698924,2060,11.075268817204302,154,13.200000000000001,16.764962714233764,709,28,180.0,6,118.16666666666667,1.945883495145631,0.7779138097970024,0,0.006573447,Low Risk
13896,1,388.55,0,18.502380952380953,149,7.095238095238095,21,12.5,15.727288992309484,1,626,76.5,1,1.0,2.607718120805369,0.8500143323600544,1,0.8314338,High Risk
13897,3,1160.72,627,19.67322033898305,820,13.898305084745763,58,23.4,8.863441271580221,628,50,53.1,3,209.33333333333334,1.4155121951219511,0.45053331985598,0,0.035454463,Low Risk
13898,2,686.4,85,14.921739130434782,544,11.826086956521738,43,17.0,5.904593430108396,86,326,39.6,2,43.0,1.261764705882353,0.395704105164607,1,0.6693514,High Risk
13899,2,388.52,258,20.448421052631577,156,8.210526315789474,19,13.52,9.456067577755972,259,16,51.0,2,129.5,2.49051282051282,0.46243509723402526,0,0.42365038,Medium Risk
13900,6,1610.59,441,16.95357894736842,938,9.873684210526315,80,8.5,11.97146908951672,442,183,102.0,6,73.66666666666667,1.7170469083155648,0.7061322642659451,1,0.556455,Medium Risk
13901,15,5676.34,631,18.310774193548387,3344,10.787096774193548,280,16.35,10.050072245983792,632,72,119.69999999999999,12,42.13333333333333,1.69747009569378,0.5488611316896055,0,0.03217136,Low Risk
13903,1,165.45000000000002,0,16.545,103,10.3,10,15.299999999999999,1.632559340422271,1,400,19.8,1,1.0,1.6063106796116506,0.09867387974749295,1,0.8817069,High Risk
13904,2,332.64,257,12.793846153846154,332,12.76923076923077,24,12.48,4.275716620098275,258,37,19.799999999999997,2,129.0,1.0019277108433735,0.3342010345194659,0,0.5194316,Medium Risk
13905,1,312.65,0,26.054166666666664,135,11.25,12,130.8,33.66797924609007,1,733,130.8,1,1.0,2.3159259259259257,1.2922301325862176,1,0.87141067,High Risk
13906,1,42.0,0,42.0,100,100.0,1,42.0,0.0,1,409,42.0,1,1.0,0.42,0.0,1,0.8727415,High Risk
13907,1,136.8,0,34.2,68,17.0,4,30.0,7.868926229162399,1,692,40.8,1,1.0,2.011764705882353,0.2300855622562105,1,0.85699666,High Risk
13908,4,2369.55,196,19.42254098360656,1478,12.114754098360656,104,19.5,14.315681372518158,197,80,124.80000000000001,4,49.25,1.603213802435724,0.7370653193421599,0,0.36745712,Medium Risk
13909,2,282.85,98,7.44342105263158,301,7.921052631578948,35,23.4,5.0103683180768295,99,423,23.4,2,49.5,0.939700996677741,0.6731270853346986,1,0.8066866,High Risk
13911,20,4234.99,590,17.7940756302521,4487,18.852941176470587,178,21.0,14.956522665345094,591,57,119.52,12,29.55,0.9438355248495653,0.8405338369989381,0,0.047989387,Low Risk
13912,1,124.95,0,17.85,29,4.142857142857143,7,17.85,2.9673220249915584,1,424,22.5,1,1.0,4.308620689655172,0.16623652801073155,1,0.9545693,High Risk
13913,1,42.22,0,14.073333333333332,10,3.3333333333333335,3,13.52,1.670219546446913,1,507,15.95,1,1.0,4.2219999999999995,0.11867974039177497,1,0.97138065,High Risk
13914,2,626.45,24,18.983333333333334,380,11.515151515151516,28,15.0,11.130201218606366,25,12,59.400000000000006,1,12.5,1.6485526315789474,0.5863143749924337,0,0.48439404,Medium Risk
13915,1,70.80000000000001,0,35.400000000000006,24,12.0,2,53.1,25.03158005400378,1,394,53.1,1,1.0,2.9500000000000006,0.7071067811865474,1,0.8049954,High Risk
13916,4,1275.81,211,17.240675675675675,673,9.094594594594595,72,10.2,13.886132762538761,212,464,125.0,3,53.0,1.895705794947994,0.8054285704202572,1,0.6362576,High Risk
13917,2,272.04,141,15.113333333333335,228,12.666666666666666,16,20.4,7.703667575749038,142,50,30.599999999999998,2,71.0,1.1931578947368422,0.5097265709582512,0,0.60474527,High Risk
13918,2,1212.8400000000001,203,40.428000000000004,1140,38.0,30,41.400000000000006,49.833115315711154,204,50,254.4,2,102.0,1.0638947368421054,1.2326386493447894,0,0.5154343,Medium Risk
13920,4,1774.68,130,20.635813953488373,1772,20.6046511627907,81,30.599999999999998,16.83698271593649,131,432,90.0,4,32.75,1.001512415349887,0.8159107633886323,1,0.613162,High Risk
13921,4,730.7,319,16.606818181818184,210,4.7727272727272725,36,9.95,5.004667483193678,320,402,35.7,4,80.0,3.4795238095238097,0.301362213303027,1,0.8033272,High Risk
13922,3,865.2,115,28.84,467,15.566666666666666,30,13.5,21.25142348173412,116,352,94.5,3,38.666666666666664,1.852676659528908,0.7368732136523619,1,0.8550907,High Risk
13923,1,351.13,0,17.5565,185,9.25,20,25.200000000000003,10.710563047266644,1,54,35.400000000000006,1,1.0,1.898,0.6100625436315122,0,0.43253103,Medium Risk
13924,6,1838.8500000000001,70,15.716666666666669,1575,13.461538461538462,90,17.4,7.299373851275851,71,2,35.400000000000006,4,11.833333333333334,1.1675238095238096,0.46443523974183565,0,0.15888785,Low Risk
13925,4,678.25,42,16.54268292682927,331,8.073170731707316,28,19.8,6.246762771384168,43,93,33.199999999999996,3,10.75,2.049093655589124,0.3776148523800234,1,0.65380603,High Risk
13926,1,223.85000000000002,0,20.35,104,9.454545454545455,11,39.95,11.632991876555232,1,23,39.95,1,1.0,2.152403846153846,0.5716457924597166,0,0.771055,High Risk
13927,2,708.26,362,17.274634146341462,463,11.292682926829269,37,19.799999999999997,5.674472265136634,363,75,41.6,2,181.5,1.529719222462203,0.32848581434868834,0,0.24698639,Low Risk
13928,4,464.57,122,17.206296296296298,129,4.777777777777778,23,19.8,6.32246492106225,123,11,35.400000000000006,3,30.75,3.6013178294573645,0.3674506594672078,0,0.59677964,Medium Risk
13929,11,3494.1,525,61.3,1566,27.473684210526315,38,35.400000000000006,84.48346450637543,526,169,477.59999999999997,9,47.81818181818182,2.2312260536398467,1.3781968108707248,1,0.49817148,Medium Risk
13930,2,337.34,78,19.843529411764706,274,16.11764705882353,15,17.4,8.034688031573216,79,58,39.599999999999994,2,39.5,1.2311678832116788,0.40490216557996284,0,0.5313406,Medium Risk
13931,11,5257.38,640,19.399926199261994,3488,12.870848708487085,205,9.959999999999999,17.465052321339495,641,96,255.0,7,58.27272727272727,1.507276376146789,0.9002638536843452,1,0.022461984,Low Risk
13932,1,307.4,0,19.2125,72,4.5,16,17.700000000000003,7.391763434165534,1,295,34.0,1,1.0,4.269444444444444,0.38473719891557756,1,0.81728345,High Risk
13933,2,608.7900000000001,39,26.469130434782613,205,8.91304347826087,23,44.550000000000004,13.93600011515091,40,109,67.5,2,20.0,2.969707317073171,0.52650011111955,1,0.76788163,High Risk
13934,1,922.1,0,29.74516129032258,390,12.580645161290322,31,18.0,20.27719718813356,1,264,90.0,1,1.0,2.3643589743589746,0.6816973352479561,1,0.76575214,High Risk
13935,3,6116.92,55,76.4615,2252,28.15,67,95.2,55.109872030244034,56,597,275.4,3,18.666666666666668,2.7162166962699823,0.7207532160661775,1,0.72647005,High Risk
13936,3,939.66,234,15.9264406779661,661,11.203389830508474,56,17.4,6.208397195209822,235,180,31.6,3,78.33333333333333,1.4215733736762481,0.389816991802758,1,0.7443543,High Risk
13937,2,880.13,233,16.298703703703705,587,10.87037037037037,54,15.0,4.631782755641472,234,169,30.599999999999998,2,117.0,1.4993696763202726,0.28418105144085476,1,0.7777514,High Risk
13938,1,71.66,0,10.237142857142857,70,10.0,7,8.5,4.855820268110268,1,35,19.799999999999997,1,1.0,1.0237142857142856,0.47433354558710406,0,0.69084597,High Risk
